batch,day,idturk,treatment,initialendowment,initialendowmentupdated,pointssaving1,pointssaving2,pointssaving3,pointssaving4,borrowdebt1,borrowdebt2,borrowsaving5,borrowsaving6,pointsthisdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,balance_borrow_a1,balance_borrow_a2,lottery1choice,lottery2choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_sex,demo_age,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,borrowcap1bal,borrowcap2bal,borrowcap1percleft,borrowcap2percleft,gap,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtsaving3balanceupdated,debtsaving4balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtsaving3balanceupdated2,debtsaving4balanceupdated2,netbalance,netreturn,totalpoints,finalpayment,finalpaymentend,participantid,lotterychoice,timechoice,durationinseconds,selectioncontroltreatment,selectiondebttreatment,controlsaving5balanceupdated,controlsaving6balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,q1697,debtsaving3balance,debtsaving4balance,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_d1_t,ind_optimal_ia_d4_t,ind_optimal_ia_d1,ind_optimal_ia_d4,ind_optimal_ia_all,ind_optimal_ap_all,os_optimal_c_t,os_optimal_d_t,os_optimal_h_t,os_optimal_c,os_optimal_d,os_optimal_h,instructions_confused,borrow_max_a1,borrow_max_a2,borrow_max_both,borrow_max_a1_d1,borrow_max_a2_d1,borrow_max_both_d1,borrow_max_a1_d4,borrow_max_a2_d4,borrow_max_both_d4,optimal_s1,optimal_s1_d1_t,optimal_s1_d1,optimal_s1_d4_t,optimal_s1_d4,borrow_d1_t,borrow_d1,total_pointssaving1,total_pointssaving2,total_pointssaving3,total_pointssaving4,total_borrowdebt1,total_borrowdebt2,total_borrowsaving5,total_borrowsaving6,total_points_allocated,perc_total_pointssaving1,perc_total_pointssaving2,perc_total_pointssaving3,perc_total_pointssaving4,total_perc_points_allocated,returns
6,Day 2,AC3W6TPL0I3AY,B Treatment,640,1790,300,400,500,590,450,700,,,570,150,150,150,120,300,400,500,590,150,150,150,120,1700,1400,1650,2340,1850,1550,1800,2460,450,700,300,0.75,450,0.899999976,,,,,,,,,,,,,I decide base on information given ,Extremely important,Extremely important,Extremely important,I stay focus and follow all the instruction,Male,28,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,No,A great deal,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,2,0,2,0,16,19,450,800,0.5,0.53333336,,,,,,1700,1400,1650,2340,,,,,1850,1550,1800,2460,,,,,,birmingham42536,,,880,0,1,,,-450,-700,,,,,,,1790,0.16759777,0.2631579,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,1265,1315,1532,875,1450,0,0,5277,0.22076938,0.23971954,0.24919462,0.29031646,1,816
6,Day 3,AC3W6TPL0I3AY,B Treatment,816,1516,350,350,350,466,350,350,,,560,140,140,140,140,350,350,350,466,140,140,140,140,2200,1900,2150,2926,2340,2040,2290,3066,800,1050,450,0.879999995,500,1,,,,,,,,,,,,,I decide base on information given ,Extremely important,Extremely important,Extremely important,I stay focus and follow all the instruction,Male,28,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,No,A great deal,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,,4,0,4,0,16,19,100,450,0.11111111,0.30000001,,,,,,2200,1900,2150,2926,,,,,2340,2040,2290,3066,,,,,,birmingham42536,,,1281,0,1,,,-800,-1050,,,,,,,1516,0.23087071,0.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,1265,1315,1532,875,1450,0,0,5277,0.22076938,0.23971954,0.24919462,0.29031646,1,996
6,Day 4,AC3W6TPL0I3AY,B Treatment,996,1471,365,365,365,376,75,400,,,100,25,25,25,25,365,365,365,376,25,25,25,25,2705,2405,2655,3442,2730,2430,2680,3467,875,1450,500,,,,250,250,250,250,250,250,250,250,400,200,350,50,I decide base on information given ,Extremely important,Extremely important,Extremely important,I stay focus and follow all the instruction,Male,28,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,No,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,2,1,16,19,25,50,0.027777778,0.033333335,,,,,,2705,2405,2655,3442,,,,,2730,2430,2680,3467,8982,1161,10143,20.29000092,4.230000019,birmingham42536,,,1551,0,1,,,-875,-1450,,,,1,2,3,1471,0.24813053,0.25,0.25,0.25,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,1265,1315,1532,875,1450,0,0,5277,0.22076938,0.23971954,0.24919462,0.29031646,1,1161
5,Day 1,AC6Y70F8YSHJN,B Treatment,500,500,500,0,0,0,0,0,,,100,100,0,0,0,500,0,0,0,100,0,0,0,1600,700,900,1500,1700,700,900,1500,0,0,300,0.5,417,1,,,,,,,,,,,,,i simply put everything into the highest interest account as that would always give the highest gain and I saw no reason to use the other accounts. I also seriously considered borrowing against the the debt accounts as a 20% gain would out pace the losses from either but i decided not to risk it just in case.,Moderately important,Not at all important,Extremely important,if i were to do it again i might actually borrow against the debt account as i would surely outpace them with the 20% account especially the 5% debt account,Male,33,Texas,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,900,1500,1,1,,,,,,1600,700,900,1500,,,,,1700,700,900,1500,,,,,,sanfrancisco62865,,,1083,0,1,,,0,0,no everything made sense,900,1500,,,,500,1,1,,,,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4041,0,0,0,0,0,0,0,4041,1,0,0,0,1,620
5,Day 2,AC6Y70F8YSHJN,B Treatment,1120,1120,1120,0,0,0,0,0,,,100,100,0,0,0,1120,0,0,0,100,0,0,0,2820,700,900,1500,2920,700,900,1500,0,0,200,0.5,417,1,,,,,,,,,,,,,i simply put everything into the highest interest account as that would always give the highest gain and I saw no reason to use the other accounts. I also seriously considered borrowing against the the debt accounts as a 20% gain would out pace the losses from either but i decided not to risk it just in case.,Moderately important,Not at all important,Extremely important,if i were to do it again i might actually borrow against the debt account as i would surely outpace them with the 20% account especially the 5% debt account,Male,33,Texas,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,900,1500,1,1,,,,,,2820,700,900,1500,,,,,2920,700,900,1500,,,,,,sanfrancisco62865,,,694,0,1,,,0,0,,,,,,,1120,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4041,0,0,0,0,0,0,0,4041,1,0,0,0,1,864
5,Day 3,AC6Y70F8YSHJN,B Treatment,864,864,864,0,0,0,0,0,,,100,100,0,0,0,864,0,0,0,100,0,0,0,3784,700,900,1500,3884,700,900,1500,0,0,200,0.75,417,1,,,,,,,,,,,,,i simply put everything into the highest interest account as that would always give the highest gain and I saw no reason to use the other accounts. I also seriously considered borrowing against the the debt accounts as a 20% gain would out pace the losses from either but i decided not to risk it just in case.,Moderately important,Not at all important,Extremely important,if i were to do it again i might actually borrow against the debt account as i would surely outpace them with the 20% account especially the 5% debt account,Male,33,Texas,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,900,1500,1,1,,,,,,3784,700,900,1500,,,,,3884,700,900,1500,,,,,,sanfrancisco62865,,,747,0,1,,,0,0,,,,,,,864,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4041,0,0,0,0,0,0,0,4041,1,0,0,0,1,1057
5,Day 4,AC6Y70F8YSHJN,B Treatment,1557,1557,1557,0,0,0,0,0,,,346,346,0,0,0,1557,0,0,0,346,0,0,0,5441,700,900,1500,5787,700,900,1500,0,0,200,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,i simply put everything into the highest interest account as that would always give the highest gain and I saw no reason to use the other accounts. I also seriously considered borrowing against the the debt accounts as a 20% gain would out pace the losses from either but i decided not to risk it just in case.,Moderately important,Not at all important,Extremely important,if i were to do it again i might actually borrow against the debt account as i would surely outpace them with the 20% account especially the 5% debt account,Male,33,Texas,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1500,1,1,,,,,,5441,700,900,1500,,,,,5787,700,900,1500,8887,1437,10324,20.65,4.58,sanfrancisco62865,,,1290,0,1,,,0,0,,,,3,2,1,1557,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4041,0,0,0,0,0,0,0,4041,1,0,0,0,1,1437
9,Day 1,ACCYDVI8YK40Q,B Treatment,500,500,50,200,200,50,0,0,,,100,20,20,20,40,50,200,200,50,20,20,20,40,1150,900,1100,1550,1170,920,1120,1590,0,0,300,0.540000021,400,0.899999976,,,,,,,,,,,,,decition is well,Very important,Extremely important,Extremely important,yes this experiiemnt is very good beifit,Male,32,California,Black,Master's Degree (MS),College or more,No,Yes,A great deal,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,,,10,1,9,0,27,29,900,1500,1,1,,,,,,1150,900,1100,1550,,,,,1170,920,1120,1590,,,,,,littlerock58990,,,1570,0,1,,,0,0,no this experiement is very good,900,1500,,,,500,0.1,0.2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1250,2000,1800,1536,900,1487,0,0,6586,0.18979654,0.30367446,0.27330703,0.23322199,1,574
9,Day 2,ACCYDVI8YK40Q,B Treatment,1074,2674,500,500,1000,674,800,800,,,600,150,150,200,100,500,500,1000,674,150,150,200,100,1670,1420,2120,2264,1820,1570,2320,2364,800,800,490,0.899999976,400,0.800000012,,,,,,,,,,,,,decition is well,Very important,Extremely important,Extremely important,yes this experiiemnt is very good beifit,Male,32,California,Black,Master's Degree (MS),College or more,No,Yes,A great deal,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,,,9,0,9,0,27,29,100,700,0.11111111,0.46666667,,,,,,1670,1420,2120,2264,,,,,1820,1570,2320,2364,,,,,,littlerock58990,,,4819,0,1,,,-800,-800,,,,,,,2674,0.18698579,0.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1250,2000,1800,1536,900,1487,0,0,6586,0.18979654,0.30367446,0.27330703,0.23322199,1,827
9,Day 3,ACCYDVI8YK40Q,B Treatment,987,1164,200,800,100,64,90,87,,,100,25,30,20,25,200,800,100,64,25,30,20,25,2020,2370,2420,2428,2045,2400,2440,2453,890,887,400,0.899999976,480,0.899999976,,,,,,,,,,,,,decition is well,Very important,Extremely important,Extremely important,yes this experiiemnt is very good beifit,Male,32,California,Black,Master's Degree (MS),College or more,No,Yes,A great deal,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,,,5,1,4,0,27,29,10,613,0.011111111,0.40866667,,,,,,2020,2370,2420,2428,,,,,2045,2400,2440,2453,,,,,,littlerock58990,,,14136,0,1,,,-890,-887,,,,,,,1164,0.17182131,0.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1250,2000,1800,1536,900,1487,0,0,6586,0.18979654,0.30367446,0.27330703,0.23322199,1,960
9,Day 4,ACCYDVI8YK40Q,B Treatment,1638,2248,500,500,500,748,10,600,,,600,100,100,200,200,500,500,500,748,100,100,200,200,2545,2900,2940,3201,2645,3000,3140,3401,900,1487,478,,,,400,200,200,200,300,300,200,200,200,100,600,100,decition is well,Very important,Extremely important,Extremely important,yes this experiiemnt is very good beifit,Male,32,California,Black,Master's Degree (MS),College or more,No,Yes,A great deal,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,5,0,27,29,0,13,0,0.008666666,,,,,,2545,2900,2940,3201,,,,,2645,3000,3140,3401,9799,1261,11060,22.12000084,4.090000153,littlerock58990,,,4708,0,1,,,-900,-1487,,,,2,3,1,2248,0.22241993,0.16666667,0.40000001,0.30000001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1250,2000,1800,1536,900,1487,0,0,6586,0.18979654,0.30367446,0.27330703,0.23322199,1,1261
8,Day 1,AEF74ZYJTTEIA,B Treatment,500,2900,2900,0,0,0,900,1500,,,100,100,0,0,0,2900,0,0,0,100,0,0,0,4000,700,900,1500,4100,700,900,1500,900,1500,250,0.870000005,418,1,,,,,,,,,,,,,"I put all of the savings into the 20% return because that is the most beneficial. I borrowed from the debt accounts because they had 15% and 5% debt, which is less than 20%",Not at all important,Not at all important,Extremely important,I think I followed the optimal strategy already,Male,42,Minnesota,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,3,0,0,0,0,,,,,,4000,700,900,1500,,,,,4100,700,900,1500,,,,,,napa89491,,,741,0,1,,,-900,-1500,No,900,1500,,,,2900,1,1,,,,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,8024,0,0,0,900,1500,0,0,8024,1,0,0,0,1,890
8,Day 2,AEF74ZYJTTEIA,B Treatment,1390,1390,1390,0,0,0,0,0,,,100,100,0,0,0,1390,0,0,0,100,0,0,0,5490,700,900,1500,5590,700,900,1500,900,1500,250,0.72,418,0.6,,,,,,,,,,,,,"I put all of the savings into the 20% return because that is the most beneficial. I borrowed from the debt accounts because they had 15% and 5% debt, which is less than 20%",Not at all important,Not at all important,Extremely important,I think I followed the optimal strategy already,Male,42,Minnesota,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,3,0,0,0,0,,,,,,5490,700,900,1500,,,,,5590,700,900,1500,,,,,,napa89491,,,800,0,1,,,-900,-1500,,,,,,,1390,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,8024,0,0,0,900,1500,0,0,8024,1,0,0,0,1,1188
8,Day 3,AEF74ZYJTTEIA,B Treatment,1688,1688,1688,0,0,0,0,0,,,100,100,0,0,0,1688,0,0,0,100,0,0,0,7278,700,900,1500,7378,700,900,1500,900,1500,250,0.419999987,418,1,,,,,,,,,,,,,"I put all of the savings into the 20% return because that is the most beneficial. I borrowed from the debt accounts because they had 15% and 5% debt, which is less than 20%",Not at all important,Not at all important,Extremely important,I think I followed the optimal strategy already,Male,42,Minnesota,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,2,0,2,0,3,3,0,0,0,0,,,,,,7278,700,900,1500,,,,,7378,700,900,1500,,,,,,napa89491,,,987,0,1,,,-900,-1500,,,,,,,1688,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,8024,0,0,0,900,1500,0,0,8024,1,0,0,0,1,1546
8,Day 4,AEF74ZYJTTEIA,B Treatment,2046,2046,2046,0,0,0,0,0,,,600,600,0,0,0,2046,0,0,0,600,0,0,0,9424,700,900,1500,10024,700,900,1500,900,1500,250,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,"I put all of the savings into the 20% return because that is the most beneficial. I borrowed from the debt accounts because they had 15% and 5% debt, which is less than 20%",Not at all important,Not at all important,Extremely important,I think I followed the optimal strategy already,Male,42,Minnesota,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,,,,,,9424,700,900,1500,,,,,10024,700,900,1500,10724,2075,12799,25.60000038,4.380000114,napa89491,,,843,0,1,,,-900,-1500,,,,1,3,2,2046,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8024,0,0,0,900,1500,0,0,8024,1,0,0,0,1,2075
8,Day 1,AFMAFX0P2YRRV,B Treatment,500,500,400,0,100,0,0,0,,,100,100,0,0,0,400,0,100,0,100,0,0,0,1500,700,1000,1500,1600,700,1000,1500,0,0,500,1,500,1,,,,,,,,,,,,,i always tried to find the highest payout and avoid taking debt,Extremely important,Extremely important,Extremely important,i would prolly stay the same on how it went i feel like i did a decent job at it i guess at the beginning i wouldnt have allocated money to the 15% one and only the 20% ,Male,30,Tennessee,White,High school or equivalent,Non college graduate,No,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,4,5,900,1500,1,1,,,,,,1500,700,1000,1500,,,,,1600,700,1000,1500,,,,,,pasadena19741,,,2127,0,1,,,0,0,no,900,1500,,,,500,0.80000001,1,,,,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2923,0,100,0,0,0,0,0,3023,0.96692026,0,0.033079721,0,1,615
8,Day 2,AFMAFX0P2YRRV,B Treatment,615,615,615,0,0,0,0,0,,,600,600,0,0,0,615,0,0,0,600,0,0,0,2215,700,1000,1500,2815,700,1000,1500,0,0,400,1,400,0.8,,,,,,,,,,,,,i always tried to find the highest payout and avoid taking debt,Extremely important,Extremely important,Extremely important,i would prolly stay the same on how it went i feel like i did a decent job at it i guess at the beginning i wouldnt have allocated money to the 15% one and only the 20% ,Male,30,Tennessee,White,High school or equivalent,Non college graduate,No,Yes,A great deal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,2,1,1,0,4,5,900,1500,1,1,,,,,,2215,700,1000,1500,,,,,2815,700,1000,1500,,,,,,pasadena19741,,,1084,0,1,,,0,0,,,,,,,615,1,1,,,,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2923,0,100,0,0,0,0,0,3023,0.96692026,0,0.033079721,0,1,858
8,Day 3,AFMAFX0P2YRRV,B Treatment,858,858,858,0,0,0,0,0,,,100,100,0,0,0,858,0,0,0,100,0,0,0,3673,700,1000,1500,3773,700,1000,1500,0,0,500,1,500,1,,,,,,,,,,,,,i always tried to find the highest payout and avoid taking debt,Extremely important,Extremely important,Extremely important,i would prolly stay the same on how it went i feel like i did a decent job at it i guess at the beginning i wouldnt have allocated money to the 15% one and only the 20% ,Male,30,Tennessee,White,High school or equivalent,Non college graduate,No,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,4,5,900,1500,1,1,,,,,,3673,700,1000,1500,,,,,3773,700,1000,1500,,,,,,pasadena19741,,,1005,0,1,,,0,0,,,,,,,858,1,1,,,,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2923,0,100,0,0,0,0,0,3023,0.96692026,0,0.033079721,0,1,1050
8,Day 4,AFMAFX0P2YRRV,B Treatment,1050,1050,1050,0,0,0,0,0,,,100,100,0,0,0,1050,0,0,0,100,0,0,0,4823,700,1000,1500,4923,700,1000,1500,0,0,499,,,,1000,0,0,0,0,0,600,400,0,0,1000,0,i always tried to find the highest payout and avoid taking debt,Extremely important,Extremely important,Extremely important,i would prolly stay the same on how it went i feel like i did a decent job at it i guess at the beginning i wouldnt have allocated money to the 15% one and only the 20% ,Male,30,Tennessee,White,High school or equivalent,Non college graduate,No,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,5,900,1500,1,1,,,,,,4823,700,1000,1500,,,,,4923,700,1000,1500,8123,1280,9403,18.80999947,4.199999809,pasadena19741,,,1166,0,1,,,0,0,,,,3,2,1,1050,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2923,0,100,0,0,0,0,0,3023,0.96692026,0,0.033079721,0,1,1280
8,Day 1,AKSJ3C5O3V9RB,B Treatment,500,500,500,0,0,0,0,0,,,100,100,0,0,0,500,0,0,0,100,0,0,0,1600,700,900,1500,1700,700,900,1500,0,0,100,0.75,500,1,,,,,,,,,,,,,"My reasoning solely relied on the magnitude of the interest rates and I made the strategic decision to only allocate money to the account with the highest interest rate, regardless of the balance of the other accounts. ",Not at all important,Slightly important,Extremely important,I think my strategy of allocating all available points to the account with the largest interest rate was the most effective strategy with the second most effective strategy being one of allocating money not only to the account with the highest interest rate but also to those with the highest balances. ,Female,24,New York,Asian,"Professional Degree (MD, JD, etc.)",College or more,Yes,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,3,900,1500,1,1,,,,,,1600,700,900,1500,,,,,1700,700,900,1500,,,,,,mountain59920,,,21919,0,1,,,0,0,"No, the instructions and the experiment in general were very clear and easy to understand. I particularly appreciated the inclusion of the explanation/rationale behind the responses in the comprehension check questions. ",900,1500,,,,500,1,1,,,,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4261,0,0,0,0,0,0,0,4261,1,0,0,0,1,620
8,Day 2,AKSJ3C5O3V9RB,B Treatment,1120,1120,1120,0,0,0,0,0,,,600,600,0,0,0,1120,0,0,0,600,0,0,0,2820,700,900,1500,3420,700,900,1500,0,0,275,0.75,500,1,,,,,,,,,,,,,"My reasoning solely relied on the magnitude of the interest rates and I made the strategic decision to only allocate money to the account with the highest interest rate, regardless of the balance of the other accounts. ",Not at all important,Slightly important,Extremely important,I think my strategy of allocating all available points to the account with the largest interest rate was the most effective strategy with the second most effective strategy being one of allocating money not only to the account with the highest interest rate but also to those with the highest balances. ,Female,24,New York,Asian,"Professional Degree (MD, JD, etc.)",College or more,Yes,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,2,3,900,1500,1,1,,,,,,2820,700,900,1500,,,,,3420,700,900,1500,,,,,,mountain59920,,,29312,0,1,,,0,0,,,,,,,1120,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4261,0,0,0,0,0,0,0,4261,1,0,0,0,1,964
8,Day 3,AKSJ3C5O3V9RB,B Treatment,964,964,964,0,0,0,0,0,,,100,100,0,0,0,964,0,0,0,100,0,0,0,4384,700,900,1500,4484,700,900,1500,0,0,275,0.699999988,500,1,,,,,,,,,,,,,"My reasoning solely relied on the magnitude of the interest rates and I made the strategic decision to only allocate money to the account with the highest interest rate, regardless of the balance of the other accounts. ",Not at all important,Slightly important,Extremely important,I think my strategy of allocating all available points to the account with the largest interest rate was the most effective strategy with the second most effective strategy being one of allocating money not only to the account with the highest interest rate but also to those with the highest balances. ,Female,24,New York,Asian,"Professional Degree (MD, JD, etc.)",College or more,Yes,Yes,A lot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,2,3,900,1500,1,1,,,,,,4384,700,900,1500,,,,,4484,700,900,1500,,,,,,mountain59920,,,31970,0,1,,,0,0,,,,,,,964,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4261,0,0,0,0,0,0,0,4261,1,0,0,0,1,1177
8,Day 4,AKSJ3C5O3V9RB,B Treatment,1677,1677,1677,0,0,0,0,0,,,100,100,0,0,0,1677,0,0,0,100,0,0,0,6161,700,900,1500,6261,700,900,1500,0,0,275,,,,1000,0,0,0,0,0,600,400,1000,0,0,0,"My reasoning solely relied on the magnitude of the interest rates and I made the strategic decision to only allocate money to the account with the highest interest rate, regardless of the balance of the other accounts. ",Not at all important,Slightly important,Extremely important,I think my strategy of allocating all available points to the account with the largest interest rate was the most effective strategy with the second most effective strategy being one of allocating money not only to the account with the highest interest rate but also to those with the highest balances. ,Female,24,New York,Asian,"Professional Degree (MD, JD, etc.)",College or more,Yes,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,3,900,1500,1,1,,,,,,6161,700,900,1500,,,,,6261,700,900,1500,9361,1532,10893,21.79000092,4.579999924,mountain59920,,,4064,0,1,,,0,0,,,,3,1,2,1677,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4261,0,0,0,0,0,0,0,4261,1,0,0,0,1,1532
