batch,day,idturk,treatment,initialendowment,initialendowmentupdated,pointssaving1,pointssaving2,pointssaving3,pointssaving4,borrowdebt1,borrowdebt2,borrowsaving5,borrowsaving6,pointsthisdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,balance_borrow_a1,balance_borrow_a2,lottery1choice,lottery2choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_sex,demo_age,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,borrowcap1bal,borrowcap2bal,borrowcap1percleft,borrowcap2percleft,gap,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtsaving3balanceupdated,debtsaving4balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtsaving3balanceupdated2,debtsaving4balanceupdated2,netbalance,netreturn,totalpoints,finalpayment,finalpaymentend,participantid,lotterychoice,timechoice,durationinseconds,selectioncontroltreatment,selectiondebttreatment,controlsaving5balanceupdated,controlsaving6balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,q1697,debtsaving3balance,debtsaving4balance,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_d1_t,ind_optimal_ia_d4_t,ind_optimal_ia_d1,ind_optimal_ia_d4,ind_optimal_ia_all,ind_optimal_ap_all,os_optimal_c_t,os_optimal_d_t,os_optimal_h_t,os_optimal_c,os_optimal_d,os_optimal_h,instructions_confused,borrow_max_a1,borrow_max_a2,borrow_max_both,borrow_max_a1_d1,borrow_max_a2_d1,borrow_max_both_d1,borrow_max_a1_d4,borrow_max_a2_d4,borrow_max_both_d4,optimal_s1,optimal_s1_d1_t,optimal_s1_d1,optimal_s1_d4_t,optimal_s1_d4,borrow_d1_t,borrow_d1,total_pointssaving1,total_pointssaving2,total_pointssaving3,total_pointssaving4,total_borrowdebt1,total_borrowdebt2,total_borrowsaving5,total_borrowsaving6,total_points_allocated,perc_total_pointssaving1,perc_total_pointssaving2,perc_total_pointssaving3,perc_total_pointssaving4,total_perc_points_allocated,returns
9,Day 3,A10PP7EID8P1YJ,B Treatment,1465,1489,372,372,372,372,4,20,,,100,25,25,25,25,372,372,372,372,25,25,25,25,2401,2001,2201,2801,2426,2026,2226,2826,899,1500,480,1,485,1,,,,,,,,,,,,,very better level of the reasoning decision ,Extremely important,Extremely important,Extremely important,The better way of thoughts and good effect on the experiment,Male,35,North Carolina,Black,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,2,0,2,0,11,13,1,0,0.001111111,0,,,,,,2401,2001,2201,2801,,,,,2426,2026,2226,2826,,,,,,longbeach86296,,,1514,0,1,,,-899,-1500,,,,,,,1489,0.24983211,0.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1667,1667,1667,1667,900,1500,0,0,6668,0.25,0.25,0.25,0.25,1,953
9,Day 4,A10PP7EID8P1YJ,B Treatment,1663,1664,416,416,416,416,1,0,,,100,25,25,25,25,416,416,416,416,25,25,25,25,2842,2442,2642,3242,2867,2467,2667,3267,900,1500,480,,,,250,250,250,250,250,250,250,250,250,250,250,250,very better level of the reasoning decision ,Extremely important,Extremely important,Extremely important,The better way of thoughts and good effect on the experiment,Male,35,North Carolina,Black,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,11,13,0,0,0,0,,,,,,2842,2442,2642,3242,,,,,2867,2467,2667,3267,8868,1174,10042,20.07999992,4.429999828,longbeach86296,,,2086,0,1,,,-900,-1500,,,,2,3,1,1664,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1667,1667,1667,1667,900,1500,0,0,6668,0.25,0.25,0.25,0.25,1,1174
4,Day 1,A11TPUPFP2S4MK,B Treatment,500,2900,2900,0,0,0,900,1500,,,600,600,0,0,0,2900,0,0,0,600,0,0,0,4000,700,900,1500,4600,700,900,1500,900,1500,333,0.66,417,1,,,,,,,,,,,,,I chose to put all endowment and borrowed points in the savings account with maximum interest rate to earn the highest possible money.,Moderately important,Extremely important,Extremely important,I think I have already utilized the strategy to earn highest possible payoff by investing all my points in the best interest earning savings account.,Male,37,Ohio,Asian,Master's Degree (MS),College or more,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,2,0,2,0,4,4,0,0,0,0,,,,,,4000,700,900,1500,,,,,4600,700,900,1500,,,,,,fremont68885,,,10293,0,1,,,-900,-1500,"No, everything was simple and easy to understand.",900,1500,,,,2900,1,1,,,,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,6668,0,0,0,900,1500,0,0,6668,1,0,0,0,1,990
4,Day 2,A11TPUPFP2S4MK,B Treatment,990,990,990,0,0,0,0,0,,,100,100,0,0,0,990,0,0,0,100,0,0,0,5590,700,900,1500,5690,700,900,1500,900,1500,333,0.66,500,1,,,,,,,,,,,,,I chose to put all endowment and borrowed points in the savings account with maximum interest rate to earn the highest possible money.,Moderately important,Extremely important,Extremely important,I think I have already utilized the strategy to earn highest possible payoff by investing all my points in the best interest earning savings account.,Male,37,Ohio,Asian,Master's Degree (MS),College or more,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,4,4,0,0,0,0,,,,,,5590,700,900,1500,,,,,5690,700,900,1500,,,,,,fremont68885,,,1111,0,1,,,-900,-1500,,,,,,,990,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,6668,0,0,0,900,1500,0,0,6668,1,0,0,0,1,1208
4,Day 3,A11TPUPFP2S4MK,B Treatment,1208,1208,1208,0,0,0,0,0,,,600,600,0,0,0,1208,0,0,0,600,0,0,0,6898,700,900,1500,7498,700,900,1500,900,1500,333,0.66,417,1,,,,,,,,,,,,,I chose to put all endowment and borrowed points in the savings account with maximum interest rate to earn the highest possible money.,Moderately important,Extremely important,Extremely important,I think I have already utilized the strategy to earn highest possible payoff by investing all my points in the best interest earning savings account.,Male,37,Ohio,Asian,Master's Degree (MS),College or more,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,4,0,0,0,0,,,,,,6898,700,900,1500,,,,,7498,700,900,1500,,,,,,fremont68885,,,810,0,1,,,-900,-1500,,,,,,,1208,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,6668,0,0,0,900,1500,0,0,6668,1,0,0,0,1,1570
4,Day 4,A11TPUPFP2S4MK,B Treatment,1570,1570,1570,0,0,0,0,0,,,100,100,0,0,0,1570,0,0,0,100,0,0,0,9068,700,900,1500,9168,700,900,1500,900,1500,333,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,I chose to put all endowment and borrowed points in the savings account with maximum interest rate to earn the highest possible money.,Moderately important,Extremely important,Extremely important,I think I have already utilized the strategy to earn highest possible payoff by investing all my points in the best interest earning savings account.,Male,37,Ohio,Asian,Master's Degree (MS),College or more,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,0,0,0,0,,,,,,9068,700,900,1500,,,,,9168,700,900,1500,9868,1904,11772,23.54,4.38,fremont68885,,,1930,0,1,,,-900,-1500,,,,3,1,2,1570,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6668,0,0,0,900,1500,0,0,6668,1,0,0,0,1,1904
8,Day 1,A171RZ3O028XF6,B Treatment,500,1400,700,200,300,200,300,600,,,100,25,25,25,25,700,200,300,200,25,25,25,25,1800,900,1200,1700,1825,925,1225,1725,300,600,400,0.75,400,0.600000024,,,,,,,,,,,,,I focused on the interest rates and how much would be applied to the points that I allocated to that specific account . I noticed I had better luck with the first one because it was the highest rate ,Moderately important,Very important,Extremely important,I would say pay attention to the interest rates ,Female,23,New York,Black,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A lot,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,2,0,2,0,12,17,600,900,0.66666669,0.60000002,,,,,,1800,900,1200,1700,,,,,1825,925,1225,1725,,,,,,sunnyvale57484,,,2315,0,1,,,-300,-600,The allocation and the way the monetary gain was created was a bit confusing . Iâll get the hang of it though ,900,1500,,,,1400,0.5,0.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4200,660,509,362,800,1300,0,0,5731,0.73285639,0.11516315,0.088815212,0.06316524,1,653
8,Day 2,A171RZ3O028XF6,B Treatment,653,953,700,100,100,53,100,200,,,100,40,20,20,20,700,100,100,53,40,20,20,20,2525,1025,1325,1778,2565,1045,1345,1798,400,800,100,0.8,498,0.7,,,,,,,,,,,,,I focused on the interest rates and how much would be applied to the points that I allocated to that specific account . I noticed I had better luck with the first one because it was the highest rate ,Moderately important,Very important,Extremely important,I would say pay attention to the interest rates ,Female,23,New York,Black,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A lot,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,,,5,1,4,0,12,17,500,700,0.55555558,0.46666667,,,,,,2525,1025,1325,1778,,,,,2565,1045,1345,1798,,,,,,sunnyvale57484,,,18460,0,1,,,-400,-800,,,,,,,953,0.73452258,0.40000001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4200,660,509,362,800,1300,0,0,5731,0.73285639,0.11516315,0.088815212,0.06316524,1,809
8,Day 3,A171RZ3O028XF6,B Treatment,1309,2009,1500,300,100,109,300,400,,,584,200,100,100,184,1500,300,100,109,200,100,100,184,4065,1345,1445,1907,4265,1445,1545,2091,700,1200,300,0.600000024,200,0.5,,,,,,,,,,,,,I focused on the interest rates and how much would be applied to the points that I allocated to that specific account . I noticed I had better luck with the first one because it was the highest rate ,Moderately important,Very important,Extremely important,I would say pay attention to the interest rates ,Female,23,New York,Black,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A lot,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,5,1,4,0,12,17,200,300,0.22222222,0.2,,,,,,4065,1345,1445,1907,,,,,4265,1445,1545,2091,,,,,,sunnyvale57484,,,2988,0,1,,,-700,-1200,,,,,,,2009,0.74664015,0.34246576,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4200,660,509,362,800,1300,0,0,5731,0.73285639,0.11516315,0.088815212,0.06316524,1,1169
8,Day 4,A171RZ3O028XF6,B Treatment,1169,1369,1300,60,9,0,100,100,,,600,600,0,0,0,1300,60,9,0,600,0,0,0,5565,1505,1554,2091,6165,1505,1554,2091,800,1300,399,,,,900,0,100,0,700,300,0,0,1000,0,0,0,I focused on the interest rates and how much would be applied to the points that I allocated to that specific account . I noticed I had better luck with the first one because it was the highest rate ,Moderately important,Very important,Extremely important,I would say pay attention to the interest rates ,Female,23,New York,Black,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A lot,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,1,2,1,12,17,100,200,0.11111111,0.13333334,,,,,,5565,1505,1554,2091,,,,,6165,1505,1554,2091,9215,1536,10751,21.5,4.199999809,sunnyvale57484,,,2287,0,1,,,-800,-1300,,,,1,3,2,1369,0.94959825,1,0.89999998,0.69999999,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4200,660,509,362,800,1300,0,0,5731,0.73285639,0.11516315,0.088815212,0.06316524,1,1536
4,Day 1,A18BDKIZXVBBJD,B Treatment,500,500,200,100,150,50,0,0,,,100,100,0,0,0,200,100,150,50,100,0,0,0,1300,800,1050,1550,1400,800,1050,1550,0,0,100,0.5,300,0.9,,,,,,,,,,,,,i chose to invest in the decision with a high interest rate and avoided getting into any debts,Extremely important,Moderately important,Extremely important,invest more on high interest decisions,Male,32,New Jersey,Black,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,2,0,2,0,3,3,900,1500,1,1,,,,,,1300,800,1050,1550,,,,,1400,800,1050,1550,,,,,,irvine80234,,,1625,0,1,,,0,0,no,900,1500,,,,500,0.40000001,1,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,750,1200,351,0,0,0,0,4381,0.47477746,0.17119379,0.27391008,0.080118693,1,595
4,Day 2,A18BDKIZXVBBJD,B Treatment,1095,1095,500,200,250,145,0,0,,,100,100,0,0,0,500,200,250,145,100,0,0,0,1900,1000,1300,1695,2000,1000,1300,1695,0,0,400,0.8,500,1,,,,,,,,,,,,,i chose to invest in the decision with a high interest rate and avoided getting into any debts,Extremely important,Moderately important,Extremely important,invest more on high interest decisions,Male,32,New Jersey,Black,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,1,0,3,3,900,1500,1,1,,,,,,1900,1000,1300,1695,,,,,2000,1000,1300,1695,,,,,,irvine80234,,,1294,0,1,,,0,0,,,,,,,1095,0.45662099,1,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,750,1200,351,0,0,0,0,4381,0.47477746,0.17119379,0.27391008,0.080118693,1,780
4,Day 3,A18BDKIZXVBBJD,B Treatment,1280,1280,680,200,300,100,0,0,,,100,100,0,0,0,680,200,300,100,100,0,0,0,2680,1200,1600,1795,2780,1200,1600,1795,0,0,250,0.8,500,0.9,,,,,,,,,,,,,i chose to invest in the decision with a high interest rate and avoided getting into any debts,Extremely important,Moderately important,Extremely important,invest more on high interest decisions,Male,32,New Jersey,Black,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,3,900,1500,1,1,,,,,,2680,1200,1600,1795,,,,,2780,1200,1600,1795,,,,,,irvine80234,,,2154,0,1,,,0,0,,,,,,,1280,0.53125,1,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,750,1200,351,0,0,0,0,4381,0.47477746,0.17119379,0.27391008,0.080118693,1,1006
4,Day 4,A18BDKIZXVBBJD,B Treatment,1506,1506,700,250,500,56,0,0,,,100,100,0,0,0,700,250,500,56,100,0,0,0,3480,1450,2100,1851,3580,1450,2100,1851,0,0,300,,,,500,100,300,100,600,200,100,100,700,300,0,0,i chose to invest in the decision with a high interest rate and avoided getting into any debts,Extremely important,Moderately important,Extremely important,invest more on high interest decisions,Male,32,New Jersey,Black,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,900,1500,1,1,,,,,,3480,1450,2100,1851,,,,,3580,1450,2100,1851,8981,1269,10250,20.5,4.3,irvine80234,,,1345,0,1,,,0,0,,,,2,1,3,1506,0.46480745,1,0.5,0.60000002,0.69999999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,750,1200,351,0,0,0,0,4381,0.47477746,0.17119379,0.27391008,0.080118693,1,1269
6,Day 1,A19FEU28J4WZ1Z,B Treatment,500,500,350,50,25,75,0,0,,,100,100,0,0,0,350,50,25,75,100,0,0,0,1450,750,925,1575,1550,750,925,1575,0,0,350,1,250,1,,,,,,,,,,,,,"I tried to make sure that the highest yields (15%, 20% etc) got the most funds while the lower got whatever I felt like I could afford. I wanted no debt.",Extremely important,Extremely important,Moderately important,"I would give the highest percentages the most and work downward from there, keeping debt in mind. ",Female,29,Florida,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A little,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,2,0,2,0,7,8,900,1500,1,1,,,,,,1450,750,925,1575,,,,,1550,750,925,1575,,,,,,montgomery46134,,,1131,0,1,,,0,0,no,900,1500,,,,500,0.69999999,1,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1779,313,525,628,0,0,0,0,3245,0.54822803,0.096456088,0.16178736,0.1935285,1,603
6,Day 2,A19FEU28J4WZ1Z,B Treatment,603,603,250,50,250,53,0,0,,,100,0,0,100,0,250,50,250,53,0,0,100,0,1800,800,1175,1628,1800,800,1275,1628,0,0,250,0.5,500,1,,,,,,,,,,,,,"I tried to make sure that the highest yields (15%, 20% etc) got the most funds while the lower got whatever I felt like I could afford. I wanted no debt.",Extremely important,Extremely important,Moderately important,"I would give the highest percentages the most and work downward from there, keeping debt in mind. ",Female,29,Florida,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,0,1,0,7,8,900,1500,1,1,,,,,,1800,800,1175,1628,,,,,1800,800,1275,1628,,,,,,montgomery46134,,,1195,0,1,,,0,0,,,,,,,603,0.4145937,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1779,313,525,628,0,0,0,0,3245,0.54822803,0.096456088,0.16178736,0.1935285,1,713
6,Day 3,A19FEU28J4WZ1Z,B Treatment,1213,1213,250,213,250,500,0,0,,,415,415,0,0,0,250,213,250,500,415,0,0,0,2050,1013,1525,2128,2465,1013,1525,2128,0,0,250,1,1,1,,,,,,,,,,,,,"I tried to make sure that the highest yields (15%, 20% etc) got the most funds while the lower got whatever I felt like I could afford. I wanted no debt.",Extremely important,Extremely important,Moderately important,"I would give the highest percentages the most and work downward from there, keeping debt in mind. ",Female,29,Florida,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A little,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,2,0,2,0,7,8,900,1500,1,1,,,,,,2050,1013,1525,2128,,,,,2465,1013,1525,2128,,,,,,montgomery46134,,,1163,0,1,,,0,0,,,,,,,1213,0.20610058,1,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1779,313,525,628,0,0,0,0,3245,0.54822803,0.096456088,0.16178736,0.1935285,1,929
6,Day 4,A19FEU28J4WZ1Z,B Treatment,929,929,929,0,0,0,0,0,,,549,549,0,0,0,929,0,0,0,549,0,0,0,3394,1013,1525,2128,3943,1013,1525,2128,0,0,400,,,,500,300,100,100,0,0,600,400,0,0,0,1000,"I tried to make sure that the highest yields (15%, 20% etc) got the most funds while the lower got whatever I felt like I could afford. I wanted no debt.",Extremely important,Extremely important,Moderately important,"I would give the highest percentages the most and work downward from there, keeping debt in mind. ",Female,29,Florida,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,7,8,900,1500,1,1,,,,,,3394,1013,1525,2128,,,,,3943,1013,1525,2128,8609,1225,9834,19.67000008,4.110000134,montgomery46134,,,1014,0,1,,,0,0,,,,3,1,2,929,1,1,0.5,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1779,313,525,628,0,0,0,0,3245,0.54822803,0.096456088,0.16178736,0.1935285,1,1225
4,Day 1,A19WXS1CLVLEEX,B Treatment,500,500,500,0,0,0,0,0,,,600,600,0,0,0,500,0,0,0,600,0,0,0,1600,700,900,1500,2200,700,900,1500,0,0,500,1,495,1,,,,,,,,,,,,,I wanted to put all my points in the highest interest rate account,Not at all important,Extremely important,Extremely important,I think I would use the same strategy I did.,Male,66,North Carolina,White,College graduate with Associate's Degree (2 year),College or more,No,No,A little,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,0,1,0,5,8,900,1500,1,1,,,,,,1600,700,900,1500,,,,,2200,700,900,1500,,,,,,modesto87338,,,1326,0,1,,,0,0,no,900,1500,,,,500,1,1,,,,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3685,0,0,0,0,0,0,0,3685,1,0,0,0,1,720
4,Day 2,A19WXS1CLVLEEX,B Treatment,720,720,720,0,0,0,0,0,,,100,100,0,0,0,720,0,0,0,100,0,0,0,2920,700,900,1500,3020,700,900,1500,0,0,500,1,495,1,,,,,,,,,,,,,I wanted to put all my points in the highest interest rate account,Not at all important,Extremely important,Extremely important,I think I would use the same strategy I did.,Male,66,North Carolina,White,College graduate with Associate's Degree (2 year),College or more,No,No,A little,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2,1,1,0,5,8,900,1500,1,1,,,,,,2920,700,900,1500,,,,,3020,700,900,1500,,,,,,modesto87338,,,940,0,1,,,0,0,,,,,,,720,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3685,0,0,0,0,0,0,0,3685,1,0,0,0,1,884
4,Day 3,A19WXS1CLVLEEX,B Treatment,884,884,884,0,0,0,0,0,,,100,100,0,0,0,884,0,0,0,100,0,0,0,3904,700,900,1500,4004,700,900,1500,0,0,450,0.9,450,0.85,,,,,,,,,,,,,I wanted to put all my points in the highest interest rate account,Not at all important,Extremely important,Extremely important,I think I would use the same strategy I did.,Male,66,North Carolina,White,College graduate with Associate's Degree (2 year),College or more,No,No,A little,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,3,1,2,0,5,8,900,1500,1,1,,,,,,3904,700,900,1500,,,,,4004,700,900,1500,,,,,,modesto87338,,,794,0,1,,,0,0,,,,,,,884,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3685,0,0,0,0,0,0,0,3685,1,0,0,0,1,1081
4,Day 4,A19WXS1CLVLEEX,B Treatment,1581,1581,1581,0,0,0,0,0,,,600,600,0,0,0,1581,0,0,0,600,0,0,0,5585,700,900,1500,6185,700,900,1500,0,0,490,,,,500,0,500,0,1000,0,0,0,1000,0,0,0,I wanted to put all my points in the highest interest rate account,Not at all important,Extremely important,Extremely important,I think I would use the same strategy I did.,Male,66,North Carolina,White,College graduate with Associate's Degree (2 year),College or more,No,No,A little,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,8,900,1500,1,1,,,,,,5585,700,900,1500,,,,,6185,700,900,1500,9285,1517,10802,21.6,4.38,modesto87338,,,1047,0,1,,,0,0,,,,2,1,3,1581,1,1,0.5,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3685,0,0,0,0,0,0,0,3685,1,0,0,0,1,1517
9,Day 1,A1B1Y6OBCA7XTZ,B Treatment,500,500,500,0,0,0,0,0,,,100,100,0,0,0,500,0,0,0,100,0,0,0,1600,700,900,1500,1700,700,900,1500,0,0,300,0.75,500,1,,,,,,,,,,,,,"I realized the second day that taking as much money from my debts and allocating to the account with a higher interest rate would generate a net positive immediately. I then just funneled all my points into the account with the highest interest rate. I decided when to switch my option on the 1$ today vs points to allocate today based on when they would generate 500 or more points at the 20% interest rate. Which changed based on how many days were left in the study, obviously.",Not at all important,Not at all important,Extremely important,"I would've borrowed as much as possible as soon as possible from my debt accounts. I didn't realize the huge benefit until the second day, doing it a day earlier would've likely increased my payoff considerably. Other than that, I think I did pretty good picking points over cash and allocating all my points to the highest interest account.",Male,22,Michigan,White,High school or equivalent,Non college graduate,No,No,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,2,2,900,1500,1,1,,,,,,1600,700,900,1500,,,,,1700,700,900,1500,,,,,,santaana82064,,,1601,0,1,,,0,0,No ,900,1500,,,,500,1,1,,,,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,8097,0,0,0,900,1500,0,0,8097,1,0,0,0,1,620
9,Day 2,A1B1Y6OBCA7XTZ,B Treatment,1120,3520,3520,0,0,0,900,1500,,,100,100,0,0,0,3520,0,0,0,100,0,0,0,5220,700,900,1500,5320,700,900,1500,900,1500,300,0.899999976,400,1,,,,,,,,,,,,,"I realized the second day that taking as much money from my debts and allocating to the account with a higher interest rate would generate a net positive immediately. I then just funneled all my points into the account with the highest interest rate. I decided when to switch my option on the 1$ today vs points to allocate today based on when they would generate 500 or more points at the 20% interest rate. Which changed based on how many days were left in the study, obviously.",Not at all important,Not at all important,Extremely important,"I would've borrowed as much as possible as soon as possible from my debt accounts. I didn't realize the huge benefit until the second day, doing it a day earlier would've likely increased my payoff considerably. Other than that, I think I did pretty good picking points over cash and allocating all my points to the highest interest account.",Male,22,Michigan,White,High school or equivalent,Non college graduate,No,No,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,2,0,0,0,0,,,,,,5220,700,900,1500,,,,,5320,700,900,1500,,,,,,santaana82064,,,11650,0,1,,,-900,-1500,,,,,,,3520,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,8097,0,0,0,900,1500,0,0,8097,1,0,0,0,1,1134
